,SRR5962198,SRR5962199,SRR5962200,SRR5962201,SRR5962202,SRR5962203,SRR5962204,SRR5962205,SRR5962206,SRR5962207,SRR5962208,SRR5962209,SRR5962210,SRR5962211,SRR5962212,SRR5962213,SRR5962214,SRR5962215,SRR5962216,SRR5962217,SRR5962218,SRR5962219,SRR5962220,SRR5962221,SRR5962222,SRR5962223,SRR5962224,SRR5962225,SRR5962226,SRR5962227,SRR5962228,SRR5962229,SRR5962230,SRR5962231,SRR5962232,SRR5962233,SRR5962234,SRR5962235,SRR5962236,SRR5962237,SRR5962238,SRR5962239,SRR5962240,SRR5962241
ENSG00000139780,0,0,5,14,8,6,13,0,0,0,6,12,0,0,6,34,18,0,0,0,28,12,0,0,0,0,0,18,25,14,0,0,6,0,0,0,0,21,0,0,0,11,5,9
ENSG00000180660,79,59,132,232,250,86,163,73,76,57,160,139,83,40,58,220,426,196,301,348,298,98,5,46,26,34,116,153,196,151,48,27,221,27,155,19,42,34,112,45,377,101,197,47
ENSG00000135638,0,3,15,19,8,3,54,17,9,6,41,12,3,0,115,23,29,25,14,30,15,53,3,25,19,17,30,382,77,6,29,12,33,25,19,14,30,147,16,171,211,338,57,250
ENSG00000180662,0,0,20,6,9,6,24,1,0,0,33,9,22,0,14,31,15,19,35,3,14,19,0,19,30,82,37,162,25,25,14,8,74,14,47,24,55,33,28,11,270,43,106,25
ENSG00000180667,180,139,464,819,714,533,2100,311,132,163,337,485,185,145,442,1104,1565,1131,981,868,1392,970,6,359,478,151,807,2864,1312,897,212,917,404,171,385,129,1178,320,1060,564,946,1451,773,554
ENSG00000188419,431,318,958,1691,1069,981,3769,667,350,294,571,545,466,389,585,1479,2487,2105,1480,1594,1885,1814,64,573,1033,355,1376,2886,2198,3934,564,923,1034,298,2395,879,885,800,1508,2424,1357,2493,1819,1228
ENSG00000135632,105,54,268,470,379,303,1062,178,155,151,316,326,75,209,327,708,1047,622,573,535,823,508,11,279,419,319,698,1168,480,478,213,468,455,145,331,241,802,363,507,722,822,720,759,207
ENSG00000135631,345,169,507,936,571,488,1862,261,257,234,467,529,166,367,588,991,1515,1290,822,658,1535,573,25,279,592,323,802,759,760,670,648,614,1048,501,776,291,722,670,671,1776,1564,1394,1086,403
ENSG00000135636,493,258,478,1835,392,1018,2605,446,385,410,384,671,25,489,594,656,2269,1781,1767,2301,1091,291,7,118,253,286,865,1739,719,485,134,534,478,157,100,95,278,362,885,563,573,3180,654,384
ENSG00000135637,44,15,140,156,77,81,245,107,62,56,400,102,59,57,98,245,373,306,382,113,568,214,4,60,140,154,196,448,214,173,94,282,267,62,121,68,223,119,420,199,415,283,394,107
ENSG00000210195,126,48,305,278,756,112,445,207,172,152,233,320,85,45,1510,144,424,244,157,427,250,696,2,39,106,41,275,1999,617,175,36,188,271,99,213,64,863,1065,214,181,130,273,132,1916
ENSG00000147155,71,51,220,310,63,104,594,206,48,89,133,179,64,112,169,533,427,180,314,303,588,605,11,112,275,84,325,946,435,1151,221,152,237,149,327,241,442,305,386,413,581,489,274,626
ENSG00000263447,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
ENSG00000263445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,4,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2
ENSG00000112539,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,24,0,10,25,0,0,0,0,0,32
ENSG00000263443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19
ENSG00000263442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114503,517,282,1086,1805,464,1027,3312,615,320,363,602,446,319,693,1036,1604,1732,1875,509,1046,2042,1417,16,884,1297,823,1875,4069,2071,2608,489,601,1358,482,2893,1091,948,617,1523,2734,1405,2341,982,1663
ENSG00000258629,0,0,0,0,19,0,0,0,3,3,6,3,0,0,25,3,9,0,0,14,11,0,0,0,0,3,3,29,2,0,0,0,0,3,0,0,12,11,0,0,3,0,0,22
ENSG00000184992,160,106,592,590,345,376,2271,265,187,175,295,249,227,455,807,1278,1210,840,540,654,2452,3611,74,452,1454,530,1846,5634,1481,1239,825,1389,1411,458,1593,951,2519,650,1144,2329,1843,2123,1468,2093
ENSG00000263449,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116670,42,33,127,266,144,87,600,93,68,69,168,153,88,106,158,302,408,344,265,291,352,574,6,89,110,65,231,711,388,518,192,200,285,151,439,107,325,239,289,390,225,381,220,276
ENSG00000259767,3,8,12,6,13,6,7,7,3,8,13,3,8,3,10,21,14,8,20,1,12,5,0,8,22,4,20,40,22,18,9,5,12,4,22,13,11,5,33,14,19,18,20,20
ENSG00000224296,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,2,0,0,4,7,0,0,0,0,0,19
ENSG00000115677,5037,3087,8249,18546,8337,7621,26569,4170,3755,3695,4370,6262,1591,6776,7399,12937,21321,21937,10539,15323,12940,7826,313,4118,9211,6914,15879,19329,6865,8780,3733,12423,9228,3160,9057,4596,14104,5792,9074,18440,14220,22571,9347,2867
ENSG00000259763,4,6,8,13,12,3,17,0,0,0,7,23,0,6,14,17,34,3,36,12,42,0,0,0,0,0,9,17,18,15,6,6,13,6,6,3,4,9,15,0,3,16,30,6
ENSG00000259762,5,0,13,0,0,0,0,0,4,0,0,18,0,0,7,9,4,0,0,0,0,3,0,8,11,12,0,0,7,0,0,0,20,0,17,0,0,0,0,0,0,21,0,18
ENSG00000259761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12
ENSG00000259760,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9
ENSG00000259769,0,0,0,0,18,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,21,9,0,2,0,0,5,0,0,8,47,0,0,0,0,0,27
ENSG00000259768,32,9,68,136,199,62,144,48,29,32,197,93,46,29,95,362,310,135,256,178,301,202,4,70,89,69,192,459,126,118,38,148,156,31,122,78,116,147,136,124,104,186,468,229
ENSG00000261971,44,0,61,102,120,32,240,39,40,27,324,138,21,36,337,429,115,121,224,34,288,128,0,189,64,272,240,575,261,110,87,159,258,40,105,81,298,276,356,228,355,191,525,359
ENSG00000250038,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7
ENSG00000261972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258624,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,4,0,2,0,0,3,0,0,0,0,0,0
ENSG00000261978,1,0,5,5,6,1,11,0,3,0,14,7,0,4,2,8,6,1,11,0,15,0,0,4,7,7,3,23,5,7,2,7,6,4,1,3,4,0,8,12,12,7,25,3
ENSG00000258627,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000116852,32,19,74,181,172,89,315,37,42,32,139,119,16,40,229,269,270,273,260,94,355,11,0,42,197,54,463,992,207,225,97,181,131,70,121,87,295,205,635,208,173,632,616,368
ENSG00000276474,0,0,0,0,3,0,0,0,3,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,8,5,0,0,0,0,0,8
ENSG00000226284,10,5,15,9,31,13,32,10,9,3,31,23,2,8,24,59,38,38,67,27,91,53,2,26,22,10,40,99,52,58,17,17,38,14,31,25,38,11,40,28,63,66,101,20
ENSG00000267594,0,4,12,46,6,0,17,8,0,0,0,38,4,0,42,76,104,0,42,0,35,0,0,6,0,0,0,11,18,18,0,0,0,0,0,0,17,32,13,0,0,0,0,25
ENSG00000267597,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,30,3,0,0,0,6,3,0,3,10,5,0,0,6,1,0,8
ENSG00000162592,0,0,0,0,5,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,15,16,6,0,0,0,0,0,0,13,32,0,0,0,0,4,51
ENSG00000263199,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,9,0,2,0,0,8,0,0,0,0,0,3,9
ENSG00000263198,2,0,3,7,11,4,1,3,3,2,13,6,7,6,34,22,7,15,12,3,109,17,1,2,9,4,6,77,33,12,18,2,17,5,11,3,42,24,27,8,21,20,27,32
ENSG00000219747,5,0,18,18,8,14,41,7,8,8,4,27,22,4,0,46,18,25,11,38,12,38,2,13,17,3,19,10,35,59,25,10,29,6,25,7,24,8,17,15,18,53,20,8
ENSG00000162591,232,93,706,735,329,217,2679,381,399,213,1718,580,207,427,327,4006,2198,1475,994,343,2006,89,8,715,302,137,837,1085,1117,1266,310,669,1924,94,1057,542,385,699,1771,2036,1352,507,1827,330
ENSG00000125255,0,0,0,0,24,0,0,0,6,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,19,54,14,0,0,0,0,0,0,0,25,40,0,0,0,0,0,66
ENSG00000227258,0,0,12,6,23,6,136,0,14,0,0,41,0,0,42,25,47,0,0,0,54,0,0,0,6,0,0,65,163,6,6,0,0,2,117,0,19,29,0,0,5,0,19,70
ENSG00000227259,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7
ENSG00000227256,0,0,8,6,0,0,6,0,0,0,8,9,0,0,0,10,13,0,18,0,9,14,0,0,8,10,0,26,7,16,0,7,16,7,29,0,18,6,19,0,20,0,28,11
ENSG00000227257,1,3,6,2,7,2,3,0,0,2,8,2,0,2,9,16,5,5,19,0,23,1,3,11,4,3,5,32,10,5,6,3,14,0,5,4,6,4,15,3,17,13,25,6
ENSG00000227254,0,0,0,0,8,0,0,3,0,0,0,3,0,0,19,0,3,3,3,0,0,0,0,0,0,0,6,14,11,0,0,6,8,0,0,0,11,11,3,0,3,0,0,6
ENSG00000227255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ENSG00000227252,14,11,19,42,69,0,72,6,11,0,78,25,11,9,6,97,71,82,41,30,117,65,0,24,9,9,22,127,32,72,6,11,42,0,46,17,40,46,53,38,58,56,142,42
ENSG00000227253,0,0,19,6,35,4,35,4,0,0,6,4,17,0,6,21,15,18,30,7,47,0,0,5,0,10,22,40,45,18,0,0,18,0,37,0,28,17,41,23,33,46,38,8
ENSG00000267734,0,5,10,34,21,5,25,8,0,0,22,5,5,0,9,51,41,11,27,22,51,9,0,0,22,0,9,43,23,15,0,0,17,0,17,10,35,15,33,27,36,40,69,29
ENSG00000105143,0,0,0,0,6,0,0,0,0,0,0,0,0,0,68,12,6,0,0,0,0,0,0,0,0,0,0,72,0,0,0,6,6,9,0,0,65,79,0,0,0,0,0,117
ENSG00000267639,4,1,13,15,22,5,23,7,6,3,52,23,8,4,34,69,31,20,30,15,51,8,0,20,19,12,22,80,24,8,10,7,24,6,10,10,46,54,53,12,39,21,63,55
ENSG00000105141,0,0,0,0,13,0,0,0,3,3,6,8,0,3,103,51,15,0,3,0,0,0,0,3,0,0,6,724,31,131,0,2847,32,11,0,0,24,238,0,6,3,0,0,107
ENSG00000105146,0,0,23,20,7,0,30,0,0,0,40,11,0,0,49,26,29,27,17,48,33,32,0,8,10,6,52,79,50,0,0,0,16,19,7,0,24,71,8,7,40,0,35,77
ENSG00000267630,0,0,0,0,11,0,0,0,0,0,6,2,0,6,13,8,6,3,0,10,0,0,0,0,0,0,0,8,2,0,0,7,7,0,0,0,3,6,8,0,0,0,0,15
ENSG00000267631,0,0,0,0,2,0,1,0,0,0,5,2,0,0,10,5,2,0,1,0,0,1,0,0,0,0,0,13,3,1,0,1,4,1,0,0,3,18,1,0,0,1,3,36
ENSG00000267632,23,12,54,60,88,36,93,47,53,14,146,130,17,13,75,219,162,83,239,89,238,21,0,36,49,59,121,213,134,83,29,80,194,29,53,19,78,62,141,62,220,98,198,79
ENSG00000267633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267634,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,3,0,0,6,3,0,0,0,2,3,3
ENSG00000267635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,4,0,0,0,10,12,0,0,0,0,5,24
ENSG00000267637,0,0,8,5,8,1,16,2,2,2,0,5,3,0,4,3,2,2,10,3,4,14,0,1,1,8,3,9,12,9,1,0,5,0,7,4,5,3,9,3,17,16,6,29
ENSG00000186543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5,14,0,0,0,0,0,22
ENSG00000235949,0,0,0,0,0,0,34,0,0,0,0,0,0,0,10,0,0,0,0,0,0,54,0,6,0,0,0,6,41,0,12,0,0,0,0,20,0,23,0,6,0,37,221,31
ENSG00000235941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235940,1,0,13,2,11,0,2,0,2,0,21,8,3,1,2,11,6,3,7,0,17,0,0,6,6,13,14,17,6,6,9,12,11,0,7,8,17,8,4,12,52,19,15,6
ENSG00000235943,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,7
ENSG00000235942,0,0,0,0,9,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,17,7,0,0,0,0,0,19
ENSG00000146205,10,6,27,36,31,11,191,12,17,0,63,62,13,20,74,83,36,20,80,42,73,11,0,18,11,30,28,80,169,19,53,25,66,0,30,27,29,63,30,32,88,62,44,100
ENSG00000235944,0,0,17,57,38,16,122,16,5,0,95,17,5,15,28,107,81,82,62,11,117,15,0,40,32,30,41,101,123,77,19,29,94,8,79,14,32,16,109,72,102,167,412,27
ENSG00000235947,33,0,126,16,136,20,475,33,33,0,249,78,77,59,95,792,323,90,317,54,292,34,6,75,154,63,230,298,672,340,146,11,217,24,205,100,201,154,173,177,615,381,241,58
ENSG00000235946,2,3,0,3,1,3,1,0,0,3,7,9,3,0,2,6,7,8,6,6,5,18,0,2,3,0,0,5,3,5,3,3,1,2,0,1,0,4,4,3,0,6,13,5
ENSG00000164418,0,0,19,8,111,7,42,0,11,9,36,23,3,0,58,21,97,40,22,25,70,23,0,0,0,0,34,148,55,136,0,17,15,0,45,20,38,63,19,15,85,14,153,72
ENSG00000222158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ENSG00000222152,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
ENSG00000164411,0,0,24,17,41,6,46,4,9,0,32,6,0,0,9,24,17,16,48,34,29,26,0,0,0,0,23,54,48,8,0,11,0,9,11,8,25,33,9,11,19,26,14,37
ENSG00000222150,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000164414,101,137,616,292,701,472,2388,398,92,98,375,195,386,295,283,1960,1096,1085,987,732,1235,1369,21,268,485,152,581,1940,1732,1706,164,632,987,145,2325,529,462,742,1158,1274,284,1288,667,81
ENSG00000280163,14,9,44,56,35,11,49,14,11,3,105,33,25,17,62,146,63,53,131,49,111,25,0,32,50,19,35,96,50,39,12,53,49,11,11,15,35,50,88,18,73,14,171,60
ENSG00000222154,0,0,0,0,3,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,7
ENSG00000202227,2,1,2,6,6,0,5,2,0,1,5,1,0,3,0,11,3,7,7,6,3,3,0,0,0,0,5,2,7,2,0,0,6,4,8,5,2,3,1,3,3,4,17,6
ENSG00000255776,3,0,3,14,23,9,17,6,8,0,1,9,8,3,16,14,12,0,20,40,14,0,0,9,7,0,14,28,28,15,8,3,15,0,12,0,9,9,23,15,26,114,48,20
ENSG00000100532,141,41,385,554,269,261,781,191,66,90,150,303,201,140,115,483,648,639,571,488,563,1644,14,129,254,159,260,648,1037,951,89,138,284,62,1223,493,386,192,451,534,276,698,643,1804
ENSG00000198937,25,17,76,79,37,70,288,64,15,11,60,53,29,56,49,119,120,124,175,78,75,867,11,66,209,59,203,522,224,625,50,178,92,35,293,151,323,98,127,373,115,242,136,297
ENSG00000276478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ENSG00000224547,3,0,0,0,12,0,0,0,7,0,11,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,19,4,6,0,0,0,0,0,0,3,9,0,0,3,9,0,18
ENSG00000206818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
ENSG00000077454,112,21,227,347,218,154,768,160,153,108,658,213,89,91,315,689,453,514,427,219,854,239,14,223,421,193,593,1360,377,451,383,570,470,96,247,143,416,330,1175,565,905,575,996,181
ENSG00000186265,0,0,19,8,110,14,107,30,11,6,8,19,21,0,67,31,38,47,75,24,91,14,0,8,6,0,115,223,84,145,45,6,49,11,46,51,59,105,505,261,26,444,119,101
ENSG00000273419,69,22,11,99,28,19,74,3,88,33,121,11,103,37,32,197,237,33,150,27,140,77,3,64,22,9,28,186,111,102,18,3,93,73,162,66,157,29,330,14,221,163,382,108
ENSG00000252362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077458,183,158,519,801,974,457,1781,401,146,165,513,548,361,242,343,1439,1386,1234,1301,798,1514,334,37,182,510,155,714,1788,1241,1440,177,638,646,155,1483,352,1047,448,826,893,1635,960,1121,501
ENSG00000201465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000226285,0,0,3,2,9,0,0,0,0,0,8,3,0,0,12,0,11,3,3,0,9,3,0,0,0,0,3,6,11,6,0,0,6,0,0,0,3,7,0,0,0,9,3,11
ENSG00000224541,3,0,10,8,23,2,14,3,5,3,23,12,7,0,10,25,19,11,26,9,26,6,0,10,6,17,5,50,17,3,5,33,15,0,10,2,14,10,19,7,19,24,37,15
ENSG00000201464,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,6,3,16,2,0,0,1,2,3,0,0,2,4,0,0,0,0,0,3
ENSG00000224540,0,3,0,0,6,0,0,0,0,3,3,3,0,3,9,0,2,0,0,0,0,0,0,0,6,0,0,9,3,0,6,9,0,3,0,0,7,12,3,0,0,0,3,25
ENSG00000201467,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,6,0,0,0,0,4,0,0,3,0,2,0,18,0,0,3,0,5,0,0,0,3,7,0,2,1,6,4,2
ENSG00000262953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6
ENSG00000278447,0,1,0,1,0,0,0,0,1,0,1,2,2,2,0,0,1,1,0,1,0,2,0,1,0,1,1,5,1,1,0,1,1,1,0,0,1,0,1,0,2,0,1,1
ENSG00000212658,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,6,0,0,14,16,0,0,0,0,0,11
ENSG00000212659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
ENSG00000265908,3,3,6,25,19,19,33,6,3,0,40,28,6,8,15,74,17,19,46,13,73,22,0,21,39,30,25,83,44,6,19,9,43,9,27,23,38,11,52,22,142,73,104,20
ENSG00000169154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,23
ENSG00000265904,1,1,9,4,5,0,0,0,1,1,4,6,1,0,0,6,3,0,2,0,4,1,1,1,3,4,0,9,5,10,0,4,5,0,4,7,2,1,2,2,2,5,8,3
ENSG00000265905,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2
ENSG00000152056,14,0,78,29,42,8,236,54,11,0,18,17,55,21,74,413,157,45,69,11,98,255,0,40,85,27,243,504,288,341,51,131,192,45,355,232,182,175,199,256,238,262,120,229
ENSG00000212657,0,0,0,0,3,0,0,0,6,0,0,3,0,0,29,0,3,0,6,0,0,0,0,0,0,0,0,33,5,0,0,0,0,3,0,0,8,19,0,0,0,0,0,21
ENSG00000265902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,7
ENSG00000265903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260367,0,0,6,14,0,0,25,0,0,0,0,0,4,12,42,19,55,27,8,8,34,9,0,0,9,25,0,83,8,0,5,0,33,6,8,4,39,54,20,16,10,11,15,49
ENSG00000260366,3,2,3,2,8,3,3,6,5,0,0,0,3,0,2,14,11,0,8,8,8,0,0,6,3,0,1,0,0,0,2,3,4,0,0,0,2,6,5,3,3,3,3,8
ENSG00000273416,0,3,0,0,0,0,9,2,0,3,7,2,0,0,1,3,23,0,2,0,13,3,0,3,2,0,2,18,0,4,0,0,0,0,0,0,3,6,3,6,3,3,14,8
ENSG00000260362,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,26,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17
ENSG00000260361,8,3,26,22,24,11,46,11,22,3,33,26,11,10,38,62,40,27,41,19,101,19,3,22,41,24,21,88,37,48,22,14,40,11,35,30,23,54,25,41,40,63,56,35
ENSG00000280160,0,0,0,76,30,6,26,8,0,0,3,6,3,0,59,32,3,0,15,6,11,0,3,6,3,3,0,74,3,0,0,7,6,0,6,78,54,40,17,3,6,3,0,83
ENSG00000229590,0,0,6,0,3,0,0,0,0,0,9,6,0,0,16,3,3,9,0,0,0,3,0,0,0,0,3,9,0,0,0,3,0,3,0,0,8,9,6,3,0,6,6,35
ENSG00000260369,6,0,6,0,4,0,9,9,8,0,15,6,6,13,17,25,20,14,6,0,14,16,0,3,6,11,6,51,20,9,0,11,3,6,6,3,23,27,0,15,27,0,19,43
ENSG00000273593,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000021300,36,0,55,74,236,19,291,56,24,6,203,86,17,63,131,256,382,173,120,14,271,30,0,72,283,690,25,477,187,77,933,242,54,63,70,67,36,129,251,110,1421,14,164,73
ENSG00000217026,0,0,6,3,4,3,8,3,3,0,0,6,6,3,8,17,16,13,6,0,0,3,0,0,0,0,0,5,7,4,0,0,17,3,0,0,0,15,0,0,0,0,9,17
ENSG00000217027,11,6,0,15,17,0,3,5,6,3,11,6,0,0,6,8,15,12,8,4,14,6,7,6,6,0,14,17,6,6,0,6,3,8,3,2,3,8,0,6,0,4,0,10
ENSG00000213332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,8,0,0,0,0,0,6
ENSG00000278440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261013,0,0,0,0,11,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,5,7,0,0,0,0,0,13
ENSG00000100399,19,11,51,91,40,11,213,30,40,20,95,54,11,58,52,144,132,107,49,68,110,91,0,36,66,53,64,60,88,82,33,32,27,13,151,82,77,49,40,41,160,54,69,22
ENSG00000277271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000209482,0,0,0,6,7,3,5,2,5,3,11,6,3,0,7,19,4,5,11,0,1,13,0,1,8,6,4,8,10,4,5,10,9,1,8,2,12,1,5,5,4,10,5,9
ENSG00000209480,0,0,13,1,1,3,18,8,3,0,1,1,1,2,1,11,12,8,1,19,14,42,0,7,7,12,22,1,14,12,8,1,23,3,2,8,2,1,1,1,17,17,7,1
ENSG00000216378,8,0,3,0,13,0,3,3,3,0,0,3,3,3,11,3,16,0,0,0,6,0,0,3,0,0,0,10,5,0,0,0,0,0,0,0,13,12,0,0,0,0,3,14
ENSG00000100393,2106,1155,3013,5939,4581,3118,10658,1616,1842,1202,3456,2501,922,2180,2617,7858,10798,7596,5568,5682,9038,4634,144,1908,4726,2555,6507,15979,4738,4252,3167,4118,4975,2039,4465,2320,5031,1960,5724,6021,8121,8684,7182,2747
